,lyrics_title,lyrics
226,Easy to Please (Ft. Richie Sosa) Lyrics, intro  drake  yeah  look   verse 1  drake  me and sos  we from two different walks of life mutually we understand there s a problem  we don t talk to vice the watch is yellowy green that s sum awkward ice i never signed for a mill  but been offered twice i m awful nice  lyrics that i often write inspire no talent rappers to get off the mic and i could pick you up from work when you get off tonight drop you at the house soon as you get off the pipe  man i flow so cool like autumn nights when i body this  tell me if the coffin s light but don t try and tell me that a dolphin s white mislead drake  that is not at all polite it s a shame cause that s how the biz goes imagine if these other niggas flop and his blows bet i get a co sign somethin  like no time they ll be tryna sub a nigga in like quizno s   hook  richie sosa   drake  all i need is some weight  my scale  some money for bail a lil  booth at the club for the whole cartel nigga my drink  my smoke  a bird on e and somethin  heavy on my waist man  i m easy to please i need my moms  my pa  a bottle of cliqua the whole atf you know who we are my women  my money  and leave me the keys of somethin fast and i m good man i m easy to please   verse 2  richie sosa  i never lived in a fancy house i grew up where the guns pop and the child molesters pulled the candy out so i never really had a chance to escape fast forward to  07  ain t nothin  much changed the d still scope the crip and the mics ain t really that much bigger than the roaches is and told the same damn sad story  different publishin  d boys jugglin   single mother strugglin  the media try to cover it but the cottonelle two ply in your neighbor s house  i m on some other shit me and drake from two different walks of life but both understand the pressure from the sharks that bite my left arm s like david wells my right arm s like holliday  so i m probably lookin  at 8 to 12 for just tossin  one of my close friends a bag of chips shit  i know they want me locked up   hook  richie sosa   drake  all i need is some weight  my scale  some money for bail a lil  booth at the club for the whole cartel nigga my drink  my smoke  a bird on e and somethin  heavy on my waist man  i m easy to please i need my moms  my pa  a bottle of cliqua the whole atf you know who we are my women  my money  and leave me the keys of somethin fast and i m good man i m easy to please
227,Faded (Ft. Nickelus F) Lyrics, intro  drake  please   verse 1  drake  d d d d damn what did i consume something spinnin  fast either me or it s the room i bet you it s the room  cause i don t do no drugs or maybe it s that  tron cause i sure do have a buzz baby either way i m throwed and i am on a mission so if your ears a virgin i d advise you not to listen cause this shit isn t kosher and this shit isn t christian it s that motherfuckin  heat you can find up in the kitchen baby holla at your nigga  i got that shit for low okay maybe i don t but guarantee someone i know wait let me slow it down  down  i m gettin  ahead  head  plus it s gettin  hot so i m a take a seat instead  stead  i m lucky i ain t dead  dead  i m on a rollercoaster ride y all we all of age and i ain t got nothin  to hide y all and in this game i m a tidal when the tides small so drop me in and i release just like a time bomb   chorus  drake  every record that i ve done  the station here they play it this the city that i run  this the shit that i created they tellin  me i m the one and i haven t even made it maybe i m hearing things cause i m feeling like i m faded i m feelin  like i m faded faded f faded f faded faded f faded f faded faded f faded f faded i m feelin  like i m faded faded f faded f faded faded f faded f faded faded f faded f faded   verse 2  nickelus f  i just set the 40 ups  and i got two blunts bagging sour diesel  stinking like i got a few stumps i m sipping on lean  while you got fruit punch getting faded like clothes  i ve been washed too much man  smoking with the devil got me high as an angel blow a smoke ring over my head  it s a halo wake up  and bake up  spend the whole day slow head in the clouds  but my face low ayo  i got them percocets  you want a percocet  yo  girl got some nice titties  yeah  a perky set i purchase cess  cause everyday i work with stress high while i m driving  it s like i m triyn  to work a jet and i smoke like a choo choo train so i stay low key like ja rule new name and i can barely walk  but it s all good and dandy man  i m so high i need a pilot to land me   chorus  drake  every record that i ve done  the station here they play it this the city that i run  this the shit that i created they tellin  me i m the one and i haven t even made it maybe i m hearing things cause i m feeling like i m faded i m feelin  like i m faded faded f faded f faded faded f faded f faded faded f faded f faded i m feelin  like i m faded faded f faded f faded faded f faded f faded faded f faded f faded i m feelin  like i m 
228,Underdog (Ft. Trey Songz) Lyrics, intro  trey songz  yeah man  aye  you already know what it is  aye  trey called trigga  aye  aye man  aye  show them why you rappin  homie  aye  look   hook  drake   trey songz  i ain t never been nothin  but a underdog and i ain t gonna never let a nigga hold me under dog still ride in the drop with my mind on the knot you niggas never take what i got for my underdog   verse 1  trey songz  just copped new shoes whip on two two s dick down you two throw it on youtube tell me what you d do if i was to do you baby after one time sure to make you come back back like spinal  stack like dominoes catch me out in mexico hasta ma ana though  hasta la vista chest full of reefer rep for my set till the day i meet the reaper petersburg veteran usa resident in usa today it ain t a city i ain t never been scared i ain t never been yea i ain t never been nothing but a underdog but i m never under ya ll still keep it under there right by the underwear still in the hood yeah i ain t talking outerwear they be moving powder there which one of you out of there wanna get it cause i m with it fuck ya ll  the underdog   hook  drake   trey songz  i ain t never been nothin  but a underdog and i ain t gonna never let a nigga hold me under dog still ride in the drop with my mind on the knot you niggas never take what i got for my underdog   verse 2  drake  said i got my city buzzin you should take a trip and view it shout out to mr rogers cuz he s supposed to chop and screw it and my liscense just expired so i got to go renew it cuz i just bought a truck and i am dying to debut it and naw it ain t a buick i never rendezvous it i m just in the  burg with trigga and i m faded off the fluid i made alot of money then i went ahead and blew it now i m trying to make it back so how the fuck you wanna do it my nigga you better do it aye    do it i would say this here s a practice song and lately i been out in hollywood just acting wrong what up to jackie long i fuck with jackie long i clown other dudes on the low i like to laugh alone i get my cash alone that s why i shop alone this here s my uncle s car i drop it and the top is gone your skin looks like you bathe in magnesia and coppertone and girl i heard your man a fed  don t bring that cop along i m running every single light ain t one i m stopping on this here s a classic jump that big things are popping on so baby wipe me down i sell a watch and swap a home i m in this solo no i do not have a chaperone i m in a proper zone that s right the doctor s home this here s my time and i don t even think your clock is on i am a trader and i m telling you my stock is grown i run my city  got  em open like the lock is gone keys out  i ain t talking white though baby what you be s  bout i mean for tonight hoe if i break them trees out pull them double d s out so i can j holiday that ass before i leave s out holla at me shawty   hook  drake   trey songz  i ain t never been nothin  but a underdog and i ain t gonna never let a nigga hold me under dog still ride in the drop with my mind on the knot you niggas never take what i got for my underdog
229,Think Good Thoughts (Ft. Elzhi & Phonte) Lyrics, intro  drake  yeah 9th wonder don t judge me  man they tend to say that us rappers are materialistic they say we lack substance me   te and el  bout to prove  em wrong  though   chorus  drake  ugh  we know what you re thinking  love you think we out smoking and drinking  love pushing big whips  chains clinking  love but you don t really know me like you think you know me we know how you speculate thinking we gon  hit your friend if you object to date claim we early and be showing up extra late  love but you don t really know me like you think you know me   verse 1  drake  they don t be saying how i m humble  i m hella nice or that i ve been approached to sign to roc a fella twice they just tell you all the rumors they heard and we laugh soon as you come and tell me like amel and bryce my groove theory is that when you too cheery they try to bring you down to the level they at well when they are all unhappy  then it gets a little sticky that s why i am little nicky to these devils in rap but  uh  they ain t thinking drake get smart  girl nah  they probably think i ll break your heart  girl haha  i can t lie  you probably right about it and if you give me the ass quick  i ll probably write about it but i hate it when they judge me on how i sound i mean i spit that influential shit from my town i don t know why you sitting on the couch when you see i got a bed  bring your ass here and lie down you think taking your purse off will lead to me  you taking shirts off and then your skirt off at least i got status because i could ve been a local emcee and you probably would ve been worse off so i ma take this hat off  and i ma hit it till i m back soft and then i backs off  cause you thinking you can predict what happen you the reason i m thinking i m getting sick of rapping   chorus  drake  ugh  we know what you re thinking  love you think we out smoking and drinking  love pushing big whips  chains clinking  love but you don t really know me like you think you know me we know how you speculate thinking we gon  hit your friend if you object to date claim we early and be showing up extra late  love but you don t really know me like you think you know me   verse 2  phonte  you probably think i walk around with my gun tucked and swang dick to these hoes like nunchucks well  you can think what you want but i think you ve been watching too much bet  uncut you need to get real and check out my real life i ain t a tip drill  don t care what it smell like but if you feel like putting all your notions aside and talking to a real nigga  i d gladly oblige first name phonte  i d be pleased to date ya college educated  got degrees in papers but i m from the south where if you ain t snapping or rapping  bout trapping you s a freak of nature such an anomaly  speak so well and talk so collegy  such an astonishing contrast to all the bullshit you ve been following on behalf of them  i offer my apologies maybe with me you ll unlearn putting all niggas in a box of concerns me   cause i ain t dumb  shit  i m well read like sunburn and after me  you ll never leave no stone unturned   chorus  drake  ugh  we know what you re thinking  love you think we out smoking and drinking  love pushing big whips  chains clinking  love but you don t really know me like you think you know me we know how you speculate thinking we gon  hit your friend if you object to date claim we early and be showing up extra late  love but you don t really know me like you think you know me   verse 3  elzhi  yeah  they say you never judge a book by its cover though you appear as materialistic  just like the others so i followed your words to take  em in and i don t see what you saying  so they coming off paper thin that s when i felt that i would need to do more than just look you up and down to see if i could read you and try to get inside your head only not just stick my fingers in your middle to get you to spread for me so what i learned on my path to discover  your story took one ugly turn after another i saw we wasn t on the same page i would ve gave you strong play but your words rubbed me the wrong way so now  i m closing the case you only out for the paperback  that s written all over your face no  el will never judge a book by its cover until he seen what was in between and looked at what lies are under   chorus  drake  ugh  we know what you re thinking  love you think we out smoking and drinking  love pushing big whips  chains clinking  love but you don t really know me like you think you know me we know how you speculate thinking we gon  hit your friend if you object to date claim we early and be showing up extra late  love but you don t really know me like you think you know me
230,Teach U A Lesson (Freestyle) (Ft. Robin Thicke) Lyrics, verse 1  drake  me and you so crucial baby and that champagne so fuchsia baby i do things that you ain t use to baby and take you back home to st  lucia baby when raindrops hit the tan roof its crazy that s a metaphor  did i lose ya baby  when you are wet and covered in sweat i ll wipe ya ass down like boosie baby i love all my feedback tell me to give it to ya if you need that touch right there  whatever the speeds at if it s over fast then i promise you will relapse forget what you guess that i m on and who is in your past i m refreshing and grown just charge that cell that i message you on and if you lets us girl  i mma bring the dressing along you hear that professional tone  half of that s ice and the rest is patron show up on time for the class i m teaching cause guaranteed i mma bring a lesson along and you just gotta bring the breastes along instead of holding out wondering what it coulda been i confess this address to you and i m the post man looking for a slot i can put it in with no new york number mom still upstairs i m two floors under but my room s sound proof you so tempted to satisfy your urge so you don t wonder yeah i know i told you before i ll grab that for ya like holding a door  cause mine s it polo and yours is vickie and they just spread all over the floor like   bridge  robin thicke  you feel so good you smell so good you feel so warm just like i knew you would can t let you go can t let you go i can t let you go   chorus  robin thicke  you were late to school i m gonna have to see you after class you ve been a bad girl someone s gonna have to teach you a lesson you ve been a bad girl someone s gonna have to straighten you right up you ve been a bad girl someone s gonna have to teach you teach you someone s gonna have to teach you   verse 2  robin thicke  you can call me professor but baby  you broke the rules you won t get the grade you want unless you stay after school you work it off  work it off  baby i can give you extra credit  extra credit  but there s something else girl  can i frisk you  search your body for you look so guilty to me if i make you nervous it s  cause you re hidin  wmd s and i m gonna sentence you baby  you can do your time on me i can t let you go i can t let you go   chorus  robin thicke  you were late to school i m gonna have to see you after class you ve been a bad girl someone s gonna have to teach you a lesson you ve been a bad girl someone s gonna have to straighten you right up you ve been a bad girl someone s gonna have to teach you teach you someone s gonna have to teach you   outro  robin thicke  just for the moment for tonight can i make you mine  is it me  is it mine  can i love you all my life 
231,Missin' You (Freestyle) (Ft. Trey Songz) Lyrics, intro  i can t stop missing you  wish i was still with you i can t stop missing you no  no  no  no i can t stop missing you  wish i was still with you i can t stop missing you no  no  no  no   verse 1  drake  nah i never needed advice about all the things you liked to do when it was lights out i drove nice cars  i got a nice house but now i m steady missing you like a strikeout i always wished i would ve cared more that s my only feeling inside whenever i get a song done i m scared that every girl i care for will find a better man and end up happier in the long run ya  and when she not by my side and i hear that she gone now it s like a shock to my pride i don t care if she know  cause that s basically just a male ego speaking aloud to some real people but you can bounce back go ladies more records  more sex  more babies yeah  wanna grant one of my wishes tired missing you  i m tryna make you a missus   verse 2  trey songz  i miss the way you kiss i miss the way you wear them heels and make it switch miss the way ya hair blows in the wind and i miss you staying here till the morning miss the way you put on your makeup miss the way you love me too much it s everything about you baby wanna know where you been lately do you go out  do you still live at your old house  do you got somebody new in your life   cause i can t get you outta my mind   bridge  and i wanna erase but i can t stop seeing your face and every girl i try to replace you with why can t i get over it  simply  cause i can t   hook  i can t stop missing you  can t stop  wish i was still with you  with you  i can t stop missing you  no  no  no  no i can t stop missing you  can t stop  wish i was still with you  with you  i can t stop missing you  no  no  no  no i can t stop   verse 3  trey songz  missin  everything you say missin  all the crazy love we made why d you throw it all away  i want you to know it s been hell tryna do this without you here baby  07 supposed to be our year you confront my worst fears and i had my doubts every time you was going out  cause i knew you were tellin  me lies and i can t get that outta my mind   bridge  and i wanna erase but i can t stop seeing your face and every girl i try to replace you with why can t i get over it  simply  cause i can t   hook  i can t stop missing you  can t stop  wish i was still with you  with you  i can t stop missing you  no  no  no  no i can t stop missing you  can t stop  wish i was still with you  with you  i can t stop missing you  no  no  no  no i can t stop i can t stop missing you  can t stop  wish i was still with you  with you  i can t stop missing you  no  no  no  no i can t stop missing you  can t stop  wish i was still with you  with you  i can t stop missing you  no  no  no  no i can t stop   outro  i can t stop  missing you i can t stop  missing you  i don t wanna stop  i can t stop missing you  baby  i can t stop missing you no  no  no  no i can t stop  missin  you
232,Man of the Year (Ft. Lil Wayne) Lyrics, verse 1  drake  damn  i done walked in here looking like the motherfucking man of the year think i had the motherfucking plan of the year which was simply to make groupie fans of my peers and i get my girl whatever she desire and my niggas get whatever they require these rappers old  i m the reason they expire plus i got a city that i carey like mariah damn  that punch line was predictable i still got you shitting bricks  homie quit the bull and we don t need new members  to me the clique is full and i be getting the same women that tip can pull believe or not  i receive a lot so i be wearing the same gucci that jeezy got and i be buying the louis that kanyeezy cop and i be ripping the same records that weezy rock this shit is easy pop that s why i m ready man i d never copy nor bit like eddie man did you get it  eddie murphy was in norbit or was it way over your head  did you forfeit  yeah  i take a woman shopping in a store quick her ass big  she just trying to make a four fit yeah  they need to issue out a recall i m going up and they heading into a freefall the fundamentals are needed  you playing streetball and i was out at bet  but i didn t see ya ll these skee lo rappers wishing they could be tall letting all their fake friends use them like a free stall   chorus  lil wayne  damn  i done walked in here looking like the motherfucking man of the year my shades so dark and my ice so bright my buddy in my pants wanna fight your wife like  round one  round two  round three i told you not to ever bring a bitch  round me cause  ain t no nigga like a young money nigga no  ain t no nigga like me ya dig   verse 2  drake  i said i know you see me chilling super low key if i m with the right niggas  you can scoop an o z all the hustlers and the bouncers and the groupies know me fresh denim  fresh shades in a coupe with no keys it start up when i touch the door and i encourage ladies to touch the floor as soon as we finish cutting  we can cut some more then after you get high make em  get em  girl you finna get low lights dimmed down got a lota dough plus a hit sound what you mean you ain t heard  i come highly recommended everybody my friend even if they been offended they ain t really got a choice  it s an obvious decision you tryna make a come up in my city  it s a given plus a nigga famous  plus i got a vision not to mention having bars like a motherfucking prison they taking too long  their records on hold they threatened by my presence cause i make them feel old guaranteed if they drop  they bragging bout what they sold just remember where i live at  fifty thousand s going gold holla at me when you see me  make yourself known instead of hatin  on my music in the comfort of your home nigga  be a man  you acting like a bitch i ain t acting like i m rude i m just acting like i m rich  rich riding with weezy fucking baby are you the type of girl that me and weezy fucking  baby  cause i don t waste time  can t you see a nigga lazy and i might need some help but  you know  weezy s fucking crazy   chorus  lil wayne  damn  i done walked in here looking like the motherfucking man of the year my shades so dark and my ice so bright my buddy in my pants wanna fight your wife like  round one  round two  round three i told you not to ever bring a bitch  round me cause  ain t no nigga like a young money nigga no  ain t no nigga like me ya dig   spoken word  lil wayne  y m  bitch  everyday two times on sunday spitta  check your blinkers  baby check your blinkers  baby cause  to me  look like you ve been turning right all day  yeah right my way  i got a boulevard  baby that s right  cash avenue wall street gangsta carter  y all why would i lie  yeah i ain t rich  bitch  i m wealthy young  i talk shit til i die come kill me  nigga fuck you  no homo she like it  yeah boy  these motherfucking glasses i got on right now are so motherfucking cold   chorus  lil wayne  damn  i done walked in here looking like the motherfucking man of the year my shades so dark and my ice so bright my buddy in my pants wanna fight your wife like  round one  round two  round three i told you not to ever bring a bitch  round me cause  ain t no nigga like a young money nigga no  ain t no nigga like me ya dig
233,New Shit (Ft. Phonte & Von Pea) Lyrics, verse 1  drake  check  nottz  nottz  nottz  they ask me about this rapper chick i might know i say i never hit it but we sure to try it right though my verses smother beats and they are in need of some lipo as for rappers  she is not my type  she s like a typo flow is universal  take a blood test  i m type o nottz do me a favor  turn the volume up  it s quite low i write so  i might blow  my chain emits a white glow see life is a scrimmage i am runnin  the iso what is about to unfold  no tellin  like a dice throw meet a lot of chicks so your girl is someone i might know it s only if she s nice though  i ain t about the wife though and let no  uncle ben s rice throw  that is just how my life go and move faster than the leopard sprint around the world  got a lot of spots like leopard print i used to think you play too much but i d rather go deaf than lose touch holla at me baby   hook  look  been a minute  i know my number outta service cause sometimes i don t really wanna be reached damn how things change in a year tell me how everything goin  and i know someone told me you wanted to teach let me give you my  new shit  let me give you my  new shit   x6  then call me anytime  i ll bet you i ll be around   verse 2  von pea  it s been a couple weeks out travelin  and this broad i ve seen a couple freaks out battlin  for discharge it s odd i try to tell her i ain t seen a flier one denying some  i have desired some  but that time is done now i am gon  give it to you straight out of the bottle no chaser  i ve embraced one in lace  she was a model shorty jumped out of the closet even though i mean literal her girl made it figurative  or maybe that s what liquor do baby  that s the physical  maybe if we spend a few days all alone on our throne i can get to you i know you feelin  hittin  on the road is the typical but i be in the telly  on your myspace clickin  through your pictures  this bruh took a good game but a fella couldn t roc  i wanna dash to my dame i m sayin   i know i be playin  too much but i d rather go deaf than loose touch  holla at me   hook  look  been a minute  i know my number outta service cause sometimes i don t really wanna be reached damn how things change in a year tell me how everything goin  and i know someone told me you wanted to teach let me give you my  new shit  let me give you my  new shit   x6  then call me anytime  i ll bet you i ll be around   verse 3  phonte  round  round  round  round  round ayo  the same chick from  don t you have a man    well     it all blowed over like manuel noriega she said she wouldn t marry the player but she s the tamia to his grant hill  man chill i thought you was my damn seal in distress  rescue you from the landfill she said   that ain t enough protection i need  affection  like lisa stansfield i guess i can t be mad at this thing that you got i ll lace you up but i ain t tryin  to tie the knot  so ah from me you won t hear no more questions and please understand that you got my blessings i hope that your new love opens doors and is everything that you hopin  for but you can t get my new shit  girl you spoken for   hook  look  been a minute  i know my number outta service cause sometimes i don t really wanna be reached damn how things change in a year tell me how everything goin  and i know someone told me you wanted to teach let me give you my  new shit  let me give you my  new shit   x6  then call me anytime  i ll bet you i ll be around   verse 4  drake  since you came into college  hill is somethin you still tivo then you switched the vibe and listened to il divo or maybe d m p   a tribe called quest but when you call too much then i call less you would always complain about my small texts but what you call conversation  i call stress and that put a barrier between both of our carriers and i would be like  i ain t getting service in your area  you be like  nigga get your bars up  i just string you along like i was tuning guitars up i know that i was wrong  i think that this is fate you took out those extensions and lost you a little weight your booty lookin bigger and i think that shit is great a fresh start is in order  let me take you on a date take you on a date i used to think you used to play too much but i d rather go deaf than lose touch  holla at me baby   look    hook  look  been a minute  i know my number outta service cause sometimes i don t really wanna be reached damn how things change in a year tell me how everything goin  and i know someone told me you wanted to teach let me give you my  new shit  let me give you my  new shit   x6  then call me anytime  i ll bet you i ll be around
234,Intro (Room For Improvement) Lyrics, intro  yo  what s going on  this is drake and i ma let you know what you about to witness this right here is a drake and dj smallz collaboration so i m from canada  my man s from down south ya understand  the number one dj in the south to be exact you heard that in the vmas  you heard that wherever he goes my man smalls is out there  down south same time  reppin  for toronto  canada ya know what i mean  so this right here  listening to right now is the official southern smoke special edition i call it the  room for improvement  mixtape  cause i m not perfect and i bet neither are you if you listening so you need to just accept what s there  know what i mean  but look  you need to just let this play out from track one  to track whatever  however many i put on here you need to just listen to this cause look man  this is the first time canadian  down south  my man  smallz  your boy  drake you know what it is man  so just tune in nigga
235,Pianist Hands Lyrics,thank you ms  graham for coming today  you look very nice today  sorry  that s not professional  i guess  they say in canada  don t mingle business with pleasure  or something like that so  we have to talk about aubrey  or how he likes to be called  drake  as i always like to say  there is room for improvement in his learning from piano  he talks a lot  huh  he socialize when i m teaching  okay  and when it s time for him to play  he doesn t have pianist hands  if you need example  me  mozart  and ray charles all of us have pianist hands  i m the only one living with this hands  i guess  heh i m kidding  i m just kidding  umm it seems like he likes the music and he obviously has a reason  but there is so much room for improvement  you know  speaking of improvement  i don t think you  ms  graham need any of it  heh i m kidding  i m just kidding  haha
236,Special (Ft. Voyce) Lyrics, intro  uh yeah man  vo back again like we never left huh i m sending this out to any of my girls thats different man anybody thats special you know i wanna be honest with you women so i mma start off like this   verse 1  drake  uh look  i m bold from the get go  go by the title of drake and treating me like the rest is a vital mistake i m hopin that ain t nobody else as special as you when i say i ve been disappointed i m addressing a few i finesse then i groove while most of the 8 to 9 s in my past now get a rating thats less than a 2 its true  i been talking to aleshia  keisha and nadia and shadia  had to throw peace signs to a lot of ya s payback  to the same chicks from way back never call  now they wanna be where i stays at now they got the new boy  i m trying to move forward and pass me  classy  something like drew lord a new me  cool  see i never get around if i dont change now i dont think i ll ever settle down even if i gotta travel a bit i ll go around the world and back cause i know that once i have it thats it and uh   hook   yeah man  yeah  you can t just love me like they do  talk to  em v  i need somebody special in you girl  i need someone special in you  i know they out there somewhere dude  ho   i know that out there theres a few  put ya hands up ladies  yeah man  see i ve been searching i don t what to do can you help me   uh  she gotta be special  yea  you gotta hold me down baby  by that i mean that you gon hold me down  uh  you gotta be special  yeah  you never know right   cause you never know how people stick around  uh  gotta be special a girl i can love that sees nothing wrong with getting used to me yeah my name ain t change but i m far from the man that i used to be   verse 2  drake  since a young dude the flow was nasty acidic ever since the demo dog and groupies are gettin  brave now they ask me for rappers  i write  em a verse and ask me to spit it but i pay no mind though cause they know i know hard as these niggas working man they won t sign so drake and vo back i take it you know that you take it sitting down or you can take it to gold black and since drake done took it from curls to waves its been kind of like a whirlwind phase i mean i had my share of women now a nigga gettin  girls for days with most of  em its seemin  like they world is staged but from georgia to bk and all around the world get your hands in the air if your avoiding the cliche if you ve been hurt and you alone be steady these the same dudes from rewind  grown and ready  and uh   yea  uh  you can just love me like they do  vo we back man  its a beautiful thing dog  i need someone special in you  uh  i m looking for somebody special man i m serious  ho   i know that out there  theres a few  i know that they out there man  see i ve been searching  i dont know what to do  ho  you gotta help me man  can you help me   uh  special  uh  yea  i need you to hold me down babe  by that i mean that you gon hold me down  uh  gotta be special  yeah  you never really know right   cause you never know how people stick around special a girl i can love that sees nothing wrong with getting used to me yeah my name ain t change but i m far from the man that i used to be   verse 3  drake  look theres requirements to be an admirer still the new version of fresh needa a nia or tyra so we can be jenny and swayze i told you i m careful with my heart girl  many have played me or maybe it s karma they say is a charmer halfway to a knight so i stay in a armor i m fire on the move a tire looking smooth i m not perfect but i got a desire to improve i m special like kids in a graduating class having more trouble than others when adding basic math need you to be special like areba to cootmore double o  top secret agents with suits on something so deep it da drown me friends are some cool dudes i vouch for the people around me on your end its simple all you have to do is give me no reason for other lovers after you and uh   yep  ho   were makin history right now man  you can t just love me like they do  yea  and you a legend for real  ima give you that man  i need someone special in you  uh  yea  i know they out there man  i know that out there theres a few  ho   yeah uh  see i ve been searching i don t what to do  you gotta help me baby  can you help me  special  all around the world  by that i mean that you gon hold me down  from la to va  special  memphis tennessee whats goin  on  cause you never know how people stick around gotta be special a girl i can love that sees nothing wrong with getting used to me yea my name ain t change but i m far from the man that i used to be   outro  vo and d r outro  vo and d r a k e we them boys that you came to see  so get busy ya ll  yep we take it to the same degree so let loose since you came with me  get busy ya ll  vo  d r a k e we them boys came to see  get busy ya ll  yeah we take it to the same degree so let loose cause you came  get busy ya ll  a k e we them boys that you came to see  so get busy ya ll  yep we take it to the same degree so let loose since you came with me  get busy ya ll  vo  d r a k e we them boys came to see  get busy ya ll  yeah we take it to the same degree so let loose cause you came  get busy ya ll 
237,Do What You Do Lyrics, chorus  stance on lean  leg up on the wall my niggas chill  why you niggas wanna ball i m satisfied with a little  why you niggas want it all you waiting for the spring  and i m gettin  it in the fall but uh  do what you do what you  i do what i do do s what you do  i do what i do   verse 1  getting down tonight if they say you cuttin  a lot of dudes in my city  they ain t saying nothin  a lot of records from here  they get no play and these labels don t give advances so you get no pay them little rims on the ride  imma let those stay so these nosy niggas don t know that i get checks all day  whats he worth   fans keep trying to guess it my record ain t even finish  they keep trying to press it boi 1da and drake if it s beef i address it and the black phantom is here soon as visalia exit both of the deals  nothin  under a mill we know you got it to give and we trying to collect it long as i got me some heat through the winter drake known as a pro  i ma teach you beginners  bout to ink with a major like sheets through a printer for features  y all better get me while it s cheaper than dinner  cause me and 1da trying to get at your girl if you see her tell this nigga got some beats imma send her   chorus  stance on lean  leg up on the wall my niggas chill  why you niggas wanna ball i m satisfied with a little  why you niggas want it all you waiting for the spring  and i m gettin  it in the fall but uh  do what you do what you  i do what i do do s what you do  i do what i do stance on lean  leg up on the wall my niggas chill  why you niggas wanna ball i m satisfied with a little  why you niggas want it all you waiting for the spring  and i m gettin  it in the fall but uh  do what you do what you  i do what i do do s what you do  i do what i do   verse 2  check  the verses i m writin   you might wanna learn it you hatin  my song but your wife wanna burn it so now you at the store for some blank cds you can t see me  for your sake  might wanna return it  cause  if you bring them discs home to ya girl she ll forget you and i ll be the only one she concerned with to the people that ignored me before this this one is for you as a song re recorded funny thing is  you just notice me now but i was here along  your vision s just been distorted i m so throwed  wilin  in this  you ask me what the business is and i ll write a sixteen and record it the waiting is over i think music needed drake cuttin  his records without gettin  weeded people in the south want it chopped and screwed i got this dude they expectations i ma exceed it like a single with only backgrounds y all record and when it s done  ya lyrics tend to mislead shit finally here i ma star with the timin  my swagger is chill  and my flow is reclinin  this for anybody that s searchin  for cash and purchasin  fast  you only get the dough when you grindin  and so i grind like i m listening to i wayne my pain  you can experience through the rhymin   boy   chorus  stance on lean  leg up on the wall my niggas chill  why you niggas wanna ball i m satisfied with a little  why you niggas want it all you waiting for the spring  and i m gettin  it in the fall but uh  do what you do what you  i do what i do do s what you do  i do what i do stance on lean  leg up on the wall my niggas chill  why you niggas wanna ball i m satisfied with a little  why you niggas want it all you waiting for the spring  and i m gettin  it in the fall but uh  do what you do what you  i do what i do do s what you do  i do what i do   bridge  two years ago  a friend of mine asked me to kick some new school lines and so i sent him a rhyme  it was fresh to death now not signing me is somethin  that the rest regret then i  hopped inside the cadillac the chauffeur drove off and we never came back   chorus  stance on lean  leg up on the wall my niggas chill  why you niggas wanna ball i m satisfied with a little  why you niggas want it all you waiting for the spring  and i m gettin  it in the fall but uh  do what you do what you  i do what i do do s what you do  i do what i do
238,Money (Remix) (Ft. Nickelus F) Lyrics, produced by frank dukes    drake talking  southern smoke it s southern smoke baby   money  frank dukes  money  my man nickelus f  money  ho  it s drake  southern smoke  money  this is the remix right here  money  so if you got some  money  put ya hands in the air  money  southern smoke   verse 1  drake  now a days you sayin  that i should go jermaine  i should go pharrell either or my nigga  make sure you don t get shelled  right  make sure your money s right and they do a promotion well so you could get checks cut like benedict in ocean s twelve this ain t brad pitt  i gotta admit i m sick of seeing chicks in that louis v and that plaid shit  cause it s a bad fit they say my father lives through me  so this is just basically how my dad spit i know my cash come quick when it s sunny you know a girl is special if i stick with her honey if it wasn t for dummies chick would still have money and if it wasn t for money nick would still have skummy so  guess it s kinda like a gift and a curse to jip money is easier than liftin  a purse if you pick the wrong mother who ll snatch you  run for cover a week later you might find ya click in a hearse  boy    hook  i  take time arrange that  money  some  kill just to claim that  money  switch countries exchange that  money  you cannot get jack for freeee  and my  proceeds and cash right  money  there s  no need to stash right  money  got the same  four g s from last night  money  you cannot take that from me  homie   verse 2  nickelus f  money s the reason my best friend got murdered so with that and my amounts tryin to make it just to burn it milk the game  turn it to butter  look how i turned it no chick shall get any of dis unless she earns it take that dick  put to your lips and insert it where the hell is self respect go when them checks show  you sleep with them anywhere  hell is your bed for  you always on your back  what the hell is your legs for  i know  walk that strip  get my grip that new benz s comin out  put some  umph  in your switch  trick plus i need rims  diamonds and gems so get up  do the hand job  and some head for him i got my mind on my money  and my money on your mind i ll blow your mind all over the money that s on your mind so keep my dough off your head  fuck with do on your head now you really got money on your mind  nigga    hook 
