,lyrics
234,"['intro', 'yo', 'going', 'drake', 'let', 'know', 'witness', 'right', 'drake', 'dj', 'smallz', 'collaboration', 'canada', 'man', 'south', 'ya', 'understand', 'number', 'one', 'dj', 'south', 'exact', 'heard', 'vmas', 'heard', 'wherever', 'goes', 'man', 'smalls', 'south', 'time', 'reppin', 'toronto', 'canada', 'ya', 'know', 'mean', 'right', 'listening', 'right', 'official', 'southern', 'smoke', 'special', 'edition', 'call', 'room', 'improvement', 'mixtape', 'cause', 'perfect', 'bet', 'neither', 'listening', 'need', 'accept', 'know', 'mean', 'look', 'need', 'let', 'play', 'track', 'one', 'track', 'whatever', 'however', 'many', 'put', 'need', 'listen', 'cause', 'look', 'man', 'first', 'time', 'canadian', 'south', 'man', 'smallz', 'boy', 'drake', 'know', 'man', 'tune', 'nigga']"
235,"['thank', 'ms', 'graham', 'coming', 'today', 'look', 'nice', 'today', 'sorry', 'professional', 'guess', 'say', 'canada', 'mingle', 'business', 'pleasure', 'something', 'like', 'talk', 'aubrey', 'likes', 'called', 'drake', 'always', 'like', 'say', 'room', 'improvement', 'learning', 'piano', 'talks', 'lot', 'huh', 'socialize', 'teaching', 'okay', 'time', 'play', 'pianist', 'hands', 'need', 'example', 'mozart', 'ray', 'charles', 'us', 'pianist', 'hands', 'one', 'living', 'hands', 'guess', 'heh', 'kidding', 'kidding', 'umm', 'seems', 'like', 'likes', 'music', 'obviously', 'reason', 'much', 'room', 'improvement', 'know', 'speaking', 'improvement', 'think', 'ms', 'graham', 'need', 'heh', 'kidding', 'kidding', 'haha']"
236,"['intro', 'uh', 'yeah', 'man', 'vo', 'back', 'like', 'never', 'left', 'huh', 'sending', 'girls', 'thats', 'different', 'man', 'anybody', 'thats', 'special', 'know', 'wan', 'na', 'honest', 'women', 'mma', 'start', 'like', 'verse', '1', 'drake', 'uh', 'look', 'bold', 'get', 'go', 'go', 'title', 'drake', 'treating', 'like', 'rest', 'vital', 'mistake', 'hopin', 'nobody', 'else', 'special', 'say', 'disappointed', 'addressing', 'finesse', 'groove', '8', '9', 'past', 'get', 'rating', 'thats', 'less', '2', 'true', 'talking', 'aleshia', 'keisha', 'nadia', 'shadia', 'throw', 'peace', 'signs', 'lot', 'ya', 'payback', 'chicks', 'way', 'back', 'never', 'call', 'wan', 'na', 'stays', 'got', 'new', 'boy', 'trying', 'move', 'forward', 'pass', 'classy', 'something', 'like', 'drew', 'lord', 'new', 'cool', 'see', 'never', 'get', 'around', 'dont', 'change', 'dont', 'think', 'ever', 'settle', 'even', 'got', 'ta', 'travel', 'bit', 'go', 'around', 'world', 'back', 'cause', 'know', 'thats', 'uh', 'hook', 'yeah', 'man', 'yeah', 'love', 'like', 'talk', 'em', 'v', 'need', 'somebody', 'special', 'girl', 'need', 'someone', 'special', 'know', 'somewhere', 'dude', 'ho', 'know', 'theres', 'put', 'ya', 'hands', 'ladies', 'yeah', 'man', 'see', 'searching', 'help', 'uh', 'got', 'ta', 'special', 'yea', 'got', 'ta', 'hold', 'baby', 'mean', 'gon', 'hold', 'uh', 'got', 'ta', 'special', 'yeah', 'never', 'know', 'right', 'cause', 'never', 'know', 'people', 'stick', 'around', 'uh', 'got', 'ta', 'special', 'girl', 'love', 'sees', 'nothing', 'wrong', 'getting', 'used', 'yeah', 'name', 'change', 'far', 'man', 'used', 'verse', '2', 'drake', 'since', 'young', 'dude', 'flow', 'nasty', 'acidic', 'ever', 'since', 'demo', 'dog', 'groupies', 'gettin', 'brave', 'ask', 'rappers', 'write', 'em', 'verse', 'ask', 'spit', 'pay', 'mind', 'though', 'cause', 'know', 'know', 'hard', 'niggas', 'working', 'man', 'sign', 'drake', 'vo', 'back', 'take', 'know', 'take', 'sitting', 'take', 'gold', 'black', 'since', 'drake', 'done', 'took', 'curls', 'waves', 'kind', 'like', 'whirlwind', 'phase', 'mean', 'share', 'women', 'nigga', 'gettin', 'girls', 'days', 'em', 'seemin', 'like', 'world', 'staged', 'georgia', 'bk', 'around', 'world', 'get', 'hands', 'air', 'avoiding', 'cliche', 'hurt', 'alone', 'steady', 'dudes', 'rewind', 'grown', 'ready', 'uh', 'yea', 'uh', 'love', 'like', 'vo', 'back', 'man', 'beautiful', 'thing', 'dog', 'need', 'someone', 'special', 'uh', 'looking', 'somebody', 'special', 'man', 'serious', 'ho', 'know', 'theres', 'know', 'man', 'see', 'searching', 'dont', 'know', 'ho', 'got', 'ta', 'help', 'man', 'help', 'uh', 'special', 'uh', 'yea', 'need', 'hold', 'babe', 'mean', 'gon', 'hold', 'uh', 'got', 'ta', 'special', 'yeah', 'never', 'really', 'know', 'right', 'cause', 'never', 'know', 'people', 'stick', 'around', 'special', 'girl', 'love', 'sees', 'nothing', 'wrong', 'getting', 'used', 'yeah', 'name', 'change', 'far', 'man', 'used', 'verse', '3', 'drake', 'look', 'theres', 'requirements', 'admirer', 'still', 'new', 'version', 'fresh', 'needa', 'nia', 'tyra', 'jenny', 'swayze', 'told', 'careful', 'heart', 'girl', 'many', 'played', 'maybe', 'karma', 'say', 'charmer', 'halfway', 'knight', 'stay', 'armor', 'fire', 'move', 'tire', 'looking', 'smooth', 'perfect', 'got', 'desire', 'improve', 'special', 'like', 'kids', 'graduating', 'class', 'trouble', 'others', 'adding', 'basic', 'math', 'need', 'special', 'like', 'areba', 'cootmore', 'double', 'top', 'secret', 'agents', 'suits', 'something', 'deep', 'da', 'drown', 'friends', 'cool', 'dudes', 'vouch', 'people', 'around', 'end', 'simple', 'give', 'reason', 'lovers', 'uh', 'yep', 'ho', 'makin', 'history', 'right', 'man', 'love', 'like', 'yea', 'legend', 'real', 'ima', 'give', 'man', 'need', 'someone', 'special', 'uh', 'yea', 'know', 'man', 'know', 'theres', 'ho', 'yeah', 'uh', 'see', 'searching', 'got', 'ta', 'help', 'baby', 'help', 'special', 'around', 'world', 'mean', 'gon', 'hold', 'la', 'va', 'special', 'memphis', 'tennessee', 'whats', 'goin', 'cause', 'never', 'know', 'people', 'stick', 'around', 'got', 'ta', 'special', 'girl', 'love', 'sees', 'nothing', 'wrong', 'getting', 'used', 'yea', 'name', 'change', 'far', 'man', 'used', 'outro', 'vo', 'r', 'outro', 'vo', 'r', 'k', 'e', 'boys', 'came', 'see', 'get', 'busy', 'ya', 'yep', 'take', 'degree', 'let', 'loose', 'since', 'came', 'get', 'busy', 'ya', 'vo', 'r', 'k', 'e', 'boys', 'came', 'see', 'get', 'busy', 'ya', 'yeah', 'take', 'degree', 'let', 'loose', 'cause', 'came', 'get', 'busy', 'ya', 'k', 'e', 'boys', 'came', 'see', 'get', 'busy', 'ya', 'yep', 'take', 'degree', 'let', 'loose', 'since', 'came', 'get', 'busy', 'ya', 'vo', 'r', 'k', 'e', 'boys', 'came', 'see', 'get', 'busy', 'ya', 'yeah', 'take', 'degree', 'let', 'loose', 'cause', 'came', 'get', 'busy', 'ya']"
237,"['chorus', 'stance', 'lean', 'leg', 'wall', 'niggas', 'chill', 'niggas', 'wan', 'na', 'ball', 'satisfied', 'little', 'niggas', 'want', 'waiting', 'spring', 'gettin', 'fall', 'uh', 'verse', '1', 'getting', 'tonight', 'say', 'cuttin', 'lot', 'dudes', 'city', 'saying', 'nothin', 'lot', 'records', 'get', 'play', 'labels', 'give', 'advances', 'get', 'pay', 'little', 'rims', 'ride', 'imma', 'let', 'stay', 'nosy', 'niggas', 'know', 'get', 'checks', 'day', 'whats', 'worth', 'fans', 'keep', 'trying', 'guess', 'record', 'even', 'finish', 'keep', 'trying', 'press', 'boi', '1da', 'drake', 'beef', 'address', 'black', 'phantom', 'soon', 'visalia', 'exit', 'deals', 'nothin', 'mill', 'know', 'got', 'give', 'trying', 'collect', 'long', 'got', 'heat', 'winter', 'drake', 'known', 'pro', 'teach', 'beginners', 'bout', 'ink', 'major', 'like', 'sheets', 'printer', 'features', 'better', 'get', 'cheaper', 'dinner', 'cause', '1da', 'trying', 'get', 'girl', 'see', 'tell', 'nigga', 'got', 'beats', 'imma', 'send', 'chorus', 'stance', 'lean', 'leg', 'wall', 'niggas', 'chill', 'niggas', 'wan', 'na', 'ball', 'satisfied', 'little', 'niggas', 'want', 'waiting', 'spring', 'gettin', 'fall', 'uh', 'stance', 'lean', 'leg', 'wall', 'niggas', 'chill', 'niggas', 'wan', 'na', 'ball', 'satisfied', 'little', 'niggas', 'want', 'waiting', 'spring', 'gettin', 'fall', 'uh', 'verse', '2', 'check', 'verses', 'writin', 'might', 'wan', 'na', 'learn', 'hatin', 'song', 'wife', 'wan', 'na', 'burn', 'store', 'blank', 'cds', 'see', 'sake', 'might', 'wan', 'na', 'return', 'cause', 'bring', 'discs', 'home', 'ya', 'girl', 'forget', 'one', 'concerned', 'people', 'ignored', 'one', 'song', 'recorded', 'funny', 'thing', 'notice', 'along', 'vision', 'distorted', 'throwed', 'wilin', 'ask', 'business', 'write', 'sixteen', 'record', 'waiting', 'think', 'music', 'needed', 'drake', 'cuttin', 'records', 'without', 'gettin', 'weeded', 'people', 'south', 'want', 'chopped', 'screwed', 'got', 'dude', 'expectations', 'exceed', 'like', 'single', 'backgrounds', 'record', 'done', 'ya', 'lyrics', 'tend', 'mislead', 'shit', 'finally', 'star', 'timin', 'swagger', 'chill', 'flow', 'reclinin', 'anybody', 'searchin', 'cash', 'purchasin', 'fast', 'get', 'dough', 'grindin', 'grind', 'like', 'listening', 'wayne', 'pain', 'experience', 'rhymin', 'boy', 'chorus', 'stance', 'lean', 'leg', 'wall', 'niggas', 'chill', 'niggas', 'wan', 'na', 'ball', 'satisfied', 'little', 'niggas', 'want', 'waiting', 'spring', 'gettin', 'fall', 'uh', 'stance', 'lean', 'leg', 'wall', 'niggas', 'chill', 'niggas', 'wan', 'na', 'ball', 'satisfied', 'little', 'niggas', 'want', 'waiting', 'spring', 'gettin', 'fall', 'uh', 'bridge', 'two', 'years', 'ago', 'friend', 'mine', 'asked', 'kick', 'new', 'school', 'lines', 'sent', 'rhyme', 'fresh', 'death', 'signing', 'somethin', 'rest', 'regret', 'hopped', 'inside', 'cadillac', 'chauffeur', 'drove', 'never', 'came', 'back', 'chorus', 'stance', 'lean', 'leg', 'wall', 'niggas', 'chill', 'niggas', 'wan', 'na', 'ball', 'satisfied', 'little', 'niggas', 'want', 'waiting', 'spring', 'gettin', 'fall', 'uh']"
238,"['produced', 'frank', 'dukes', 'drake', 'talking', 'southern', 'smoke', 'southern', 'smoke', 'baby', 'money', 'frank', 'dukes', 'money', 'man', 'nickelus', 'f', 'money', 'ho', 'drake', 'southern', 'smoke', 'money', 'remix', 'right', 'money', 'got', 'money', 'put', 'ya', 'hands', 'air', 'money', 'southern', 'smoke', 'verse', '1', 'drake', 'days', 'sayin', 'go', 'jermaine', 'go', 'pharrell', 'either', 'nigga', 'make', 'sure', 'get', 'shelled', 'right', 'make', 'sure', 'money', 'right', 'promotion', 'well', 'could', 'get', 'checks', 'cut', 'like', 'benedict', 'ocean', 'twelve', 'brad', 'pitt', 'got', 'ta', 'admit', 'sick', 'seeing', 'chicks', 'louis', 'v', 'plaid', 'shit', 'cause', 'bad', 'fit', 'say', 'father', 'lives', 'basically', 'dad', 'spit', 'know', 'cash', 'come', 'quick', 'sunny', 'know', 'girl', 'special', 'stick', 'honey', 'dummies', 'chick', 'would', 'still', 'money', 'money', 'nick', 'would', 'still', 'skummy', 'guess', 'kinda', 'like', 'gift', 'curse', 'jip', 'money', 'easier', 'liftin', 'purse', 'pick', 'wrong', 'mother', 'snatch', 'run', 'cover', 'week', 'later', 'might', 'find', 'ya', 'click', 'hearse', 'boy', 'hook', 'take', 'time', 'arrange', 'money', 'kill', 'claim', 'money', 'switch', 'countries', 'exchange', 'money', 'get', 'jack', 'freeee', 'proceeds', 'cash', 'right', 'money', 'need', 'stash', 'right', 'money', 'got', 'four', 'g', 'last', 'night', 'money', 'take', 'homie', 'verse', '2', 'nickelus', 'f', 'money', 'reason', 'best', 'friend', 'got', 'murdered', 'amounts', 'tryin', 'make', 'burn', 'milk', 'game', 'turn', 'butter', 'look', 'turned', 'chick', 'shall', 'get', 'dis', 'unless', 'earns', 'take', 'dick', 'put', 'lips', 'insert', 'hell', 'self', 'respect', 'go', 'checks', 'show', 'sleep', 'anywhere', 'hell', 'bed', 'always', 'back', 'hell', 'legs', 'know', 'walk', 'strip', 'get', 'grip', 'new', 'benz', 'comin', 'put', 'umph', 'switch', 'trick', 'plus', 'need', 'rims', 'diamonds', 'gems', 'get', 'hand', 'job', 'head', 'got', 'mind', 'money', 'money', 'mind', 'blow', 'mind', 'money', 'mind', 'keep', 'dough', 'head', 'fuck', 'head', 'really', 'got', 'money', 'mind', 'nigga', 'hook']"
239,"['verse', '1', 'nickelus', 'f', 'yo', 'wake', 'every', 'morning', 'shower', 'gather', 'belongings', 'head', 'works', 'get', 'breakfast', 'cause', 'still', 'nigga', 'yawning', 'night', 'club', 'tryna', 'live', 'twenty', 'two', 'nig', 'bout', 'twenty', 'three', 'ya', 'dig', 'time', 'wait', 'none', 'us', 'got', 'ta', 'chase', 'dreams', 'make', 'momma', 'proud', 'show', 'pearly', 'teeth', 'half', 'man', 'dad', 'thank', 'god', 'life', 'realize', 'many', 'leave', 'wives', 'deep', 'inside', 'either', 'need', 'make', 'music', 'work', 'move', 'earth', 'preachin', 'fire', 'need', 'choir', 'bout', 'take', 'church', 'congregation', 'bombed', 'nation', 'hip', 'hop', 'race', 'fame', 'blowin', 'pass', 'pit', 'stops', 'heard', 'prize', 'chicks', 'wrist', 'watch', 'got', 'ta', 'go', 'jail', 'get', 'shot', 'yeah', 'nick', 'cop', 'never', 'get', 'popped', 'gon', 'na', 'get', 'pop', 'fans', 'give', 'em', 'quick', 'shot', 'get', 'ya', 'chick', 'hot', 'wrist', 'watch', 'yeah', 'shorty', 'drip', 'drop', 'tick', 'tock', 'kinda', 'sick', 'huh', 'ay', 'jay', 'put', 'end', 'bickerin', 'tell', 'niggas', 'nick', 'spot', 'keep', 'fresh', 'enough', 'got', 'zip', 'locked', 'saran', 'wrap', 'anthrax', 'make', 'ya', 'sick', 'huh', 'hot', 'fire', 'wan', 'na', 'put', 'piss', 'huh', 'reached', 'realized', 'dick', 'stuck', 'hook', 'drake', 'easy', 'looks', 'go', 'shit', 'cut', 'us', 'check', 'go', 'hits', 'show', 'us', 'respect', 'say', 'legit', 'life', 'lead', 'pm', 'trynna', 'get', 'cash', 'watch', 'tall', 'grows', 'soon', 'get', 'ass', 'start', 'callin', 'em', 'ho', 'concept', 'grasp', 'guessin', 'old', 'life', 'lead', 'pm', 'verse', '2', 'drake', 'ayo', 'stay', 'every', 'evening', 'write', 'shit', 'believe', 'djs', 'run', 'approach', 'praise', 'receiving', 'night', 'befo', 'club', 'fake', 'record', 'spins', 'got', 'dancin', 'right', 'outside', 'since', 'niggas', 'let', 'well', 'guess', 'slip', 'around', 'back', 'get', 'crackin', 'bottles', 'wrapped', 'cellophane', 'party', 'best', 'hundred', 'grand', 'nickle', 'f', 'nigga', 'next', 'win', 'virgina', 'gon', 'rep', 'memphis', 'represent', 'tenth', 'degree', 'tennekey', 'dot', 'country', 'orange', 'mound', 'whitehaven', 'back', 'north', 'montreal', 'ashamed', 'city', 'map', 'people', 'get', 'thinking', 'really', 'light', 'fire', 'realize', 'born', 'rap', 'give', 'pass', 'torch', 'sell', 'soul', 'enough', 'throw', 'cash', 'storage', 'maybe', 'bring', 'career', 'back', 'niggas', 'right', 'trynna', 'hear', 'cause', 'set', 'make', 'work', 'break', 'even', '9', '5', 'cigarettes', 'lotto', 'tickets', 'tryna', 'keep', 'grind', 'alive', 'uncles', 'hit', 'casino', 'get', 'check', 'cousins', 'paint', 'slabs', 'pop', 'pistols', 'get', 'respect', 'life', 'dominoes', 'chief', 'dro', 'twenty', 'stacks', 'single', 'mothers', 'phonin', 'cheaters', 'get', 'honeys', 'back', 'purple', 'drink', 'trips', 'kroger', 'get', 'money', 'stacked', 'rest', 'peace', 'skummy', 'reality', 'funny', 'rap', 'think', 'funny', 'till', 'youngings', 'suck', 'bunny', 'pull', 'jackrabbit', 'get', 'screamin', 'money', 'hook', 'drake', 'easy', 'looks', 'go', 'shit', 'cut', 'us', 'check', 'go', 'hits', 'show', 'us', 'respect', 'say', 'legit', 'life', 'lead', 'pm', 'trynna', 'get', 'cash', 'watch', 'tall', 'grows', 'soon', 'get', 'ass', 'start', 'callin', 'em', 'ho', 'concept', 'grasp', 'guessin', 'old', 'life', 'lead', 'pm']"
240,"['verse', '1', 'record', 'backpack', 'underground', 'fans', 'get', 'get', 'skippin', 'back', 'back', 'southern', 'town', 'fans', 'get', 'tippin', 'chasin', 'fat', 'stacks', 'runnin', 'grands', 'submission', 'back', 'track', 'every', 'single', 'sound', 'different', 'ice', 'got', 'clean', 'rap', 'ever', 'two', 'step', 'rock', 'lean', 'snap', 'could', 'take', 'houston', 'rides', 'glossed', 'anybody', 'standin', 'beside', 'bossed', 'burglar', 'minded', 'say', 'servin', 'rhymers', 'nickel', 'f', 'go', 'together', 'like', 'burgers', 'diners', 'yes', 'like', 'waiter', 'something', 'like', 'hater', 'trays', 'hands', 'place', 'order', 'cater', 'uh', 'got', 'diamonds', 'teeth', 'flow', 'memphis', 'reason', 'rhyming', 'speech', 'slow', 'peep', 'though', 'get', 'fed', 'sped', 'riding', 'streets', 'reclining', 'seat', 'hoe', 'uh', 'city', 'lights', 'looking', 'brighter', '3', 'morning', 'pen', 'like', 'lighter', 'writer', 'flaming', 'pages', 'notebook', 'rachel', 'mcadams', 'get', 'em', 'ignite', 'yup', 'soon', 'couple', 'plan', 'trip', 'smell', 'gasoline', 'burning', 'strip', 'strip', 'done', 'said', 'give', 'unleaded', 'tip', 'tank', 'empty', 'come', 'get', 'hook', 'yo', 'city', 'mine', 'one', 'r', 'n', 'r', 'k', 'e', 'know', 'story', 'goes', 'pull', 'range', 'rove', 'yo', 'chick', 'wan', 'na', 'roll', 'play', 'stereo', 'make', 'em', 'wan', 'na', 'shake', 'shake', 'drop', 'drop', 'bounce', 'bounce', 'wop', 'wop', 'girl', 'move', 'thang', 'like', 'gettin', 'money', 'college', 'go', 'shake', 'shake', 'drop', 'drop', 'bounce', 'bounce', 'wop', 'wop', 'girl', 'move', 'thang', 'like', 'gettin', 'money', 'college', 'go', 'verse', '2', 'break', 'like', 'working', 'tuition', 'howard', 'mama', 'get', 'live', 'thang', 'working', 'power', 'tryna', 'generous', 'honey', 'tip', 'days', 'gettin', 'cheaper', 'put', '20', 'whip', 'opportunist', 'look', '20', 'clip', 'find', 'em', 'attractive', 'funny', 'dip', 'dip', 'trip', 'city', 'broke', 'sections', 'north', 'got', 'couple', 'troubles', 'couple', 'connections', 'nothing', 'created', 'purpose', 'people', 'got', 'ta', 'problem', 'scared', 'let', 'surface', 'uh', 'ya', 'boy', 'say', 'third', 'em', 'see', 'never', 'utter', 'word', 'em', 'expect', 'draw', 'card', 'deck', 'anybody', 'city', 'going', 'hard', 'respect', 'got', 'debt', 'choose', 'pay', 'mma', 'hop', 'ya', 'fence', 'come', 'yard', 'collect', 'lect', 'uh', 'problem', 'concern', 'bruh', 'always', 'end', 'exactly', 'earn', 'bruh', 'last', 'year', 'money', 'like', 'cashier', 'hand', 'receipt', 'tryna', 'make', 'return', 'bruh', 'yessir', 'live', 'city', 'lot', 'people', 'get', 'shine', 'shine', 'fence', 'soon', 'anybody', 'stepping', 'line', 'line', 'got', 'way', 'much', 'love', 'city', 'never', 'get', 'much', 'anybody', 'hatin', 'deport', 'em', 'city', 'mine', 'boy', 'hook', 'yo', 'city', 'mine', 'one', 'r', 'n', 'r', 'k', 'e', 'know', 'story', 'goes', 'pull', 'range', 'rove', 'yo', 'chick', 'wan', 'na', 'roll', 'play', 'stereo', 'make', 'em', 'wan', 'na', 'shake', 'shake', 'drop', 'drop', 'bounce', 'bounce', 'wop', 'wop', 'girl', 'move', 'thang', 'like', 'gettin', 'money', 'college', 'go', 'shake', 'shake', 'drop', 'drop', 'bounce', 'bounce', 'wop', 'wop', 'girl', 'move', 'thang', 'like', 'gettin', 'money', 'college', 'go', 'outro', 'break', 'break', 'break', 'break', 'break', 'break', 'break', 'break', 'break', 'break', 'break', 'break']"
241,"['message', '1', 'jermaine', 'man', 'drake', 'puts', 'fuck', 'thing', 'got', 'hottest', 'mixtape', 'streets', 'early', 'nasty', 'putting', 'fuck', 'know', 'sayin', 'listen', 'shit', 'thing', 'aiiight', 'message', '2', 'yo', 'yo', 'yo', 'boy', 'christopher', 'right', 'chilling', 'main', 'man', 'drake', 'hook', 'tape', 'know', 'get', 'real', 'house', 'party', 'baby', 'let', 'go', 'let', 'go', 'let', 'go', 'message', '3', 'yo', 'nigga', 'glenn', 'lewis', 'man', 'holla', 'boy', 'drake', 'incomparable', 'illustrious', 'lyrical', 'genius', 'hailing', 'one', 'toronto', 'north', 'throwed', 'niggas', 'pay', 'attention', 'nigga', 'get', 'drake', 'let', 'em', 'man', '06', 'know', 'year', 'big', 'man', 'bout', 'set', 'whole', 'country', 'fire', 'bout', 'put', 'place', 'map', 'let', 'get']"
242,"['verse', '1', 'slakah', 'lady', 'say', 'stay', 'house', 'til', 'four', 'even', 'go', 'always', 'eh', 'always', 'complainin', 'obvious', 'baby', 'guess', 'watch', 'news', 'see', 'theres', 'lot', 'lose', 'cuz', 'got', 'baby', 'people', 'shady', 'bridge', 'drake', 'generation', 'changin', 'aside', 'fact', 'dealers', 'customers', 'provide', 'crack', 'front', 'buses', 'taken', 'deny', 'back', 'die', 'die', 'hook', 'drake', 'put', 'past', 'think', 'understood', 'friends', 'even', 'sit', 'class', 'come', 'pick', 'dads', 'hood', 'bad', 'meaning', 'bad', 'bad', 'meaning', 'good', 'good', 'good', 'verse', '2', 'slakah', 'lady', 'somebody', 'shot', 'place', 'right', 'work', 'think', 'might', 'coming', 'next', 'lend', 'ya', 'kleenex', 'tellin', 'baby', 'think', 'bout', 'cry', 'still', 'got', 'ta', 'go', 'tonight', 'cuz', 'got', 'ta', 'feed', 'hope', 'see', 'hope', 'see', 'see', 'hook', 'verse', '3', 'drake', 'lately', 'know', 'friends', 'hang', 'nervous', 'round', 'boys', 'depends', 'anguish', 'depends', 'saving', 'tops', 'pepsi', 'dreams', 'seeing', 'girls', 'topless', 'jet', 'skis', 'depends', 'achieve', 'robbing', 'r', 'b', 'singers', 'specially', 'know', 'keys', 'specially', 'know', 'girl', 'live', 'get', 'info', 'leave', 'ya', 'money', 'man', 'thats', 'world', 'thats', 'niggas', 'puttin', 'dirt', 'streets', 'seedy', 'call', 'em', 'sesame', 'ernie', 'bert', 'town', 'specially', 'young', 'ns', 'get', 'turned', 'work', 'opportunities', 'next', 'week', 'place', 'get', 'burnt', 'coincidink', 'likely', 'chance', 'aware', 'problems', 'advance', 'least', 'start', 'put', 'bid', 'hard', 'fit', 'lot', 'people', 'play', 'part', 'spittin', 'think', 'understood', 'using', 'darkness', 'penetration', 'hood', 'took', 'ivory', 'way', 'yes', 'glad', 'keenan', 'could', 'bad', 'meaning', 'bad', 'bad', 'meaning', 'good', 'good', 'good', 'bad', 'meaning', 'bad', 'bad', 'meaning', 'good', 'bad', 'meaning', 'bad', 'bad', 'meaning', 'good', 'good', 'good']"
243,"['love', 'lost', 'love', 'gone', 'love', 'lost', 'love', 'gone', 'look', 'world', 'desperate', 'housewives', 'freakin', 'players', 'rappers', 'tend', 'smilin', 'swimmin', 'women', 'em', 'seeking', 'favors', 'come', 'secret', 'flavors', 'envy', 'omar', 'far', 'nowhere', 'close', 'malik', 'deja', 'higher', 'learning', 'trying', 'excel', 'brake', 'stuck', 'spot', 'tires', 'burnin', 'liar', 'turnin', '19', 'jaded', 'faith', 'female', 'askin', 'earnin', 'met', 'recent', 'lady', 'knew', 'piece', 'sadie', 'spinners', 'guess', 'southern', 'eyes', 'decent', 'maybe', 'well', 'second', 'thought', 'keep', 'baby', 'cause', 'give', 'butterflies', 'aleshia', 'gave', 'like', 'using', 'bread', 'sop', 'decent', 'gravy', 'thinkin', 'alisha', 'lately', 'alone', 'got', 'feelin', 'cause', 'nowadays', 'thrill', 'chillin', 'gone', 'uh', 'love', 'lost', 'love', 'gone', 'love', 'lost', 'love', 'gone', 'dudes', 'turn', 'purple', 'hurt', 'faces', 'circling', 'workplaces', 'following', 'girls', 'assumptions', 'worst', 'case', 'get', 'first', 'bases', 'get', 'retreating', 'cause', 'cheatin', 'wan', 'na', 'know', 'first', 'trace', 'like', 'macgyver', 'cause', 'sneakin', 'around', 'know', 'standin', 'right', 'beside', 'relate', 'take', 'back', 'couple', 'years', 'best', 'kicked', 'drake', 'fact', 'bet', 'knew', 'cause', 'mind', 'play', 'end', 'listen', 'see', 'cause', 'opinion', 'life', 'potentials', 'wife', 'used', 'eager', 'buy', 'em', 'world', 'maybe', 'confused', 'desire', 'girls', 'either', 'way', 'alone', 'got', 'feelin', 'cause', 'nowadays', 'thrill', 'chillin', 'gone', 'uh', 'love', 'lost', 'love', 'gone', 'love', 'lost', 'love', 'gone', 'check', 'nowadays', 'girls', 'type', 'person', 'tell', 'friends', 'use', 'confusing', 'since', 'made', 'purchase', 'yet', 'logic', 'behind', 'emotions', 'double', 'try', 'cover', 'like', 'mansion', 'projects', 'behind', 'tend', 'freak', 'get', 'girl', 'pretend', 'love', 'spending', 'gave', 'decent', 'kiss', 'thinking', 'spoiled', 'golddiggin', 'nothing', 'shovel', 'days', 'come', 'tin', 'foil', 'could', 'dissect', 'see', 'take', 'dominique', 'another', 'freak', 'sheets', 'picture', 'slept', 'nothing', 'gave', 'nothing', 'reputation', 'jeopardy', 'cause', 'take', 'spree', 'shopping', 'get', 'next', 'collectively', 'look', 'proper', 'chick', 'rep', 'instead', 'seeing', 'something', 'wants', 'calling', 'texting', 'thinking', 'exists', 'got', 'feeling', 'wrong', 'nowadays', 'thrill', 'chillin', 'gone', 'uh', 'love', 'lost', 'love', 'gone', 'love', 'lost', 'love', 'gone']"
